-2.078951829425313425e-01,-1.144686875584989411e-01,-4.166440003616024845e-01,-2.141874623805937738e-01,-2.766360370881618125e-01,-3.710239260434753938e-01,3.547696052988117549e-02,-1.801795129079042379e-01,6.103142515474799940e-02,1.710579060492979919e-01,-9.147377214189730821e-02,-3.791958962070840489e-01,-1.277443197094748906e-01,1.433757329817012538e-01,-3.155089316164492730e-01,-2.784683610140108456e-01,-1.840237411296325731e-01,1.027834483314268438e-01,-3.407331130306045369e-02,-4.007666558371273391e-01,-9.419855617633486611e-02,-3.109380982492673251e-01,-4.939725227274235908e-01,7.480875394209630935e-02,-2.801271679109281210e-01,-3.638197219200147159e-01
-2.781405212579636799e-01,1.195961075281792019e-01,2.268215670972122816e-02,-9.156899218754566139e-02,1.116363138834279845e-01,-3.390839244085894211e-01,-2.118501329142204737e-01,-1.728904627998938404e-01,-4.372050533595449040e-01,-9.165653850232799438e-02,1.305813620653360485e-01,-3.196831996199628878e-01,-3.723197326926389050e-01,-5.242722720246167922e-01,-4.542332720208758778e-01,2.758570917144928525e-01,-2.079438921896972492e-01,-1.202312911464309686e-01,-4.985692896165050842e-05,-3.855792124800389575e-01,-2.618908451241173108e-01,-1.732151488298609987e-01,1.854726706135611525e-01,1.896926599655821277e-01,8.566432224523488903e-02,-2.437326021213840066e-01
1.577733041199177733e-01,-4.578706560234711564e-01,-5.096505809837948986e-01,-2.850574686389743539e-01,-2.388741508179484385e-01,-1.823283931725721840e-01,-7.813171810276862972e-02,1.735130511875191683e-01,-2.473772240696403002e-01,-1.862625478283342628e-01,-4.344088463018384028e-01,-4.737588852860599165e-01,-3.266325157902468246e-01,-6.081925058692933678e-02,5.883548276844657865e-02,-2.782069680015095692e-01,-4.479158243636256476e-01,-2.169333769091475461e-01,-4.108203135213774337e-01,-4.781805805213159011e-01,-8.343937893616232282e-02,-4.406575162675469004e-01,3.438372305451218441e-02,-3.317448562542513191e-01,-3.536654064205018710e-01,-4.040487733246653779e-01
6.268256483867945539e-02,-2.293708430227469619e-01,-2.036011462454046309e-02,-3.483790355946984052e-01,3.142403030837509492e-02,-3.258340748055478797e-01,2.093926859391117071e-02,-3.539504241958691972e-03,1.884345002928947688e-01,-1.288250814890136153e-01,-4.121996921811088566e-01,-4.727618388622419343e-01,4.472455788092321027e-01,-2.374274724542345741e-02,4.134454849349790233e-03,-3.197333700038475501e-01,-1.991234282525221055e-01,-5.856514690356475761e-01,1.565092909734124571e-01,7.017568408579047401e-02,1.538311382192933396e-01,-1.524193652771755336e-01,3.664257079970241471e-02,-8.541016097078009406e-02,-1.518905037397918489e-01,-2.577967899830653584e-03
2.937118745106828688e-01,4.204183481643570391e-02,-9.953270141552754066e-03,-2.585783477178510981e-01,-2.318100842103053838e-01,1.767976036637880499e-01,-5.656105608759020020e-01,6.868007122501391948e-02,-8.742247698252651744e-02,-4.102425125971333186e-02,1.435000342796027561e-01,-2.596143068927208031e-01,-1.034782373490993473e-01,-4.991563548841582709e-01,-2.766940908339123872e-01,-1.297101310747188208e-01,-2.900701079639833591e-01,8.716488237166916675e-02,2.035947201327310135e-02,-3.048584926289029662e-01,-3.084584695187979619e-01,1.675611043587589000e-01,-5.318386679506162951e-01,-4.249543521313909888e-01,-2.944944218766217259e-01,-1.268007666908954056e-01
-1.783869369632885282e-01,1.568774184438230523e-01,-1.732490616008263429e-01,-2.327052646269117675e-01,-1.963645486036527388e-01,-1.326262818911354835e-01,-4.890425966045910261e-02,1.105286696031715712e-02,3.666453254371111747e-02,-2.684820055077156986e-02,1.187772225621615829e-01,1.744086345380257141e-01,-1.272470082207872479e-02,-8.059351916924398784e-01,-6.742214524964716960e-01,-1.385989686998148340e-01,-1.316318432441413722e-01,-1.622709720853543480e-01,-2.502925783992980269e-01,1.696149568704932720e-01,2.585280522303949786e-03,1.724762449945783371e-01,-3.228181097596674598e-01,9.845763597064382741e-04,-1.879861505370285235e-01,-3.297620359415222580e-01
-3.552463065713385437e-01,-1.615636253834902003e-01,-1.520427955904489481e-01,3.077607155531123517e-01,-2.818837844714409124e-01,5.921813034396558595e-02,2.026262152612887460e-02,-2.247847704422197557e-01,-1.446103083414918278e-01,-1.967097981117763017e-01,-1.114727965578297432e-02,-2.455974937619455345e-01,-5.262095238359720817e-01,-4.151803244706914753e-01,9.084663631650381765e-02,2.533601856043603551e-01,-1.478951640408329993e-01,7.972895235806294612e-02,-3.440162661922584880e-02,2.084797899248413688e-01,6.114790425501667737e-02,-1.269857377573230806e-01,-1.217777307798776215e-01,8.750932395926078189e-02,-1.686022159960464117e-01,-2.336187943724880312e-01
-3.601503070367558235e-01,6.901385261544218386e-02,5.177324522366418685e-02,-4.153947486532795219e-01,-1.408813777618784201e-02,-1.158908096459709547e-01,-5.009928393247981004e-01,4.238916460740472791e-01,-3.884178683637115048e-01,-6.379668308410626487e-01,7.042782866788857565e-02,1.564189068722103559e-01,-2.719960313550973119e-01,2.532660509884921973e-01,-2.662912336009601866e-01,-2.845380568444263458e-01,-4.526598864927890986e-01,1.764174918644546841e-02,-3.274503556849361341e-01,1.010490246413319193e-01,6.064475406034339905e-02,2.254828393978510481e-01,-3.944365806766472193e-01,2.471592249222750726e-01,-1.052430699125973534e-01,-3.051906103265953907e-01
-2.859204141473717375e-01,-4.587188898461979081e-01,-6.111102674755082564e-02,-1.009185155643344545e-01,-2.448523967809877466e-01,-7.654547191901681091e-02,-3.377689780491757721e-01,-3.430917814920041164e-02,-2.563053910406116742e-01,1.045738124443532507e-01,1.046950355356610490e-01,-1.260379599754654634e-01,-2.402990582755874238e-01,-1.596779336678550987e-01,-5.679057338904008878e-02,-1.410597429652461765e-01,-3.434898510078492895e-01,-3.900245028001915748e-01,-2.326120669520306827e-01,-1.198965121115405513e-01,4.225144442744060286e-02,-2.906055915090502983e-01,-5.312417916813672036e-01,4.808497831269305939e-02,1.384990717235610735e-01,-2.670366385831930978e-01
-9.125784084394071571e-02,-3.964647176320180155e-01,1.366486205219279160e-01,-4.825066385998182938e-01,1.604589270942264057e-01,-4.054529057875452813e-02,-1.720053176452340793e-01,-7.181818354351647837e-01,-8.949986137838693290e-02,-1.503723177491001206e-01,-3.813747801125156323e-01,8.390758593999393666e-02,4.009275179221246099e-01,-1.631851097930260008e-01,-2.120502625726182477e-02,-3.936385937798779766e-01,-7.647872509887652936e-02,-4.818687699029157723e-01,-1.586469155933691033e-01,2.696080326145002259e-01,-1.693016321300703786e-01,-3.549987767733096544e-01,4.762347891082797241e-02,-8.357809585602279934e-02,-7.296328940021640230e-02,4.986486172669298694e-02
1.297429533657644685e-01,-9.744282256732858527e-02,-2.741893710145882901e-01,-3.154636687620932523e-01,-3.487124540476489454e-01,-2.247029453243473696e-01,-3.237554072667140903e-01,-2.989940244966498434e-03,-1.577210004813377545e-02,-4.939119433717120145e-01,-1.617173723524084894e-01,-2.804584259498238419e-01,-3.203698315861286949e-01,3.966364912987931368e-01,-5.528702962264543386e-01,-1.464545487334493468e-01,-3.155660347217156270e-01,1.353909444843748866e-01,-1.147357736120818983e-01,-1.899953150106040156e-01,-2.160620533626212980e-01,1.852502489455231174e-02,4.204947249892088679e-01,-2.043240573979861474e-01,2.242317274235954006e-01,1.824513998804445647e-01
1.756399223708506874e-01,-1.044159764446039723e-01,-1.057117487471301437e-01,-1.316238468370719561e-01,6.717156798405940488e-02,-9.597036890916836593e-02,1.642049727499668779e-02,-2.230092429111021554e-02,-1.404368483922633637e-01,-1.204564567174269546e-01,-4.147522535422586976e-01,1.647113296146979211e-01,1.313669714990033446e-02,2.931156400527779593e-01,-9.744938115873280626e-02,-1.614756466166148152e-01,1.914301927875884102e-01,-4.054288566614185907e-01,5.406649616784018481e-02,-2.802132142864937059e-01,-1.473023089790503060e-01,-3.014846557083807888e-01,2.863812270929885773e-01,-3.746671093018238419e-01,-4.749871039946120810e-01,-5.277306828746843870e-01
